UID,Year,Type,l_urban,l_agri,l_urd,l_rd,l_glf,c_urban,c_agri,c_urd,c_rd,c_glf,wast,dam,damdist,fn,b_urban,b_agri,b_urd,b_rd,b_glf,l_over,l_swi,l_dd,l_rock,l_wtr,l_dec,l_con,l_bog,l_grg,l_da,c_over,c_swi,c_dd,c_rock,c_wtr,c_dec,c_con,c_bog,c_slp,c_da,strahl,11Strp,AH,GBF,b_over,b_swi,b_dd,b_rock,b_wtr,b_dec,b_con,b_bog,b_slp,lat,lon,elev,sdepth,DS,2DS,PCmed,Me,Mrf,Ms,wood,det,Afi,Aa,ALKT,Ca,Cl,COND,DOC,TKN,pH,TP,Aeshn,Ancyl,Asell,Baeti1,Baeti2,Belos,Bithy,Brach,Caeni,Calop,Camba,Capni,Cerat,Chaob,Chlor,Chrys,Curcu,Coena,Cordu1,Cordu2,Corix,Coryd,Cramb,Crang,Culic,Dipse,Dixid,Dolic,Dytis,Elmid,Empid,Ephem1,Ephem2,Ephyd,Erpob,Gamma,Gerri,Gloss1,Gloss2,Gomph,Gyrin,Haemo,Halip,Helic,Hepta,Hyale,Arach,Hydra,Hydro1,Coele,Hydro2,Hydro3,Hydro4,Isony,Lepid,Lepto1,Lepto2,Lepto3,Lesti,Leuct,Libel,Limne,Lymna,Macro,Metre,Molan,Musci,Oligo,Nemat,Nemou,Noton,Perli,Perlo,Philo,Phryg,Physi,Pisci,Plano,Pleid,Polyc,Pseph,Psych1,Psych2,Ptych,Pyral,Rhyac,Sabel,Saldi,Sciom,Scirt,Seric,Siali,Simul,Siphl,Sisyr,Sphae,Taban,Tipul,Platy,Union,Valva,Velii,Vivip,Chiro,Ortho,Tanyp,Amph,Chir,CIGH,EOT,Insect,NHC,Rich100,PCoA1,PCoA2,CA1,CA2,EPT,HBI,Bw,FC,GC,P,SC,SH
L721,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99,0,0,0,0,0,0.3,7,0.00184,0,4.02,53.745,36.995,2.91,0.0655,6233934.692,1.1,6.6,0.002058,0,7.84,59.355,27.995,3.56,0.0769,20509734.69,4,0,100,0,1.9,16.9,0.00197,0,7.67,46.465,38.805,6.08,0.0502,45.44456458,-78.76825128,420,0.93,3,3.333333333,5.716666667,1,0,1,1.333333333,1,0,1,8.65,2.26,0.26,30.2,5.9,306,6.86,6,0,0,0,0,0,0,0,0,4.145738659,0,0,0,2.365197055,0,0,0,0,0.890270802,0,0,0,0,0,0,0,0,0,0,0,0,0,1.777860351,0.294985251,0,0,0,0,0,0,0.600600601,0,0,0,0,0,14.58126901,1.799120549,0,4.172171539,0.297619048,0,0,2.681395049,0,0,2.689343895,0,0.597919348,0,0,0,0,0,0,0,0,0,9.811367942,2.67076495,0,0,0,0,0,0,0,0,3.861383507,0,0.297619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.297619048,0,0,0.892857143,0,0,0,0,33.03187037,9.569628098,2.673398746,14.58126901,45.27489721,8.033555047,1.490871402,61.91344632,9.811367942,15.55455677,0.002216565,-0.007374538,-0.23358731,-0.025543822,12.4848616,7.003022464,55.67886946,0.890223347,74.40851092,8.626206801,8.033555046,0
L73,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.3,7,0.0021,0,3.56,64.845,23.735,7.71,0.0534,4300591.733,0.2,6.8,0.002122,0,5.95,67.07,20.34,6.38,0.0587,5354491.733,3,0,100,0,0,19.9,0.002251,0,5.46,47.165,36.855,10.52,0.0201,45.63874962,-78.91211066,448,0.893333333,3.333333333,3.666666667,19.88333333,0,0,1,1.333333333,1.666666667,0,1,4.35,1.1,0.1543,17.2,4.5,280,6.11,4.9,0,0.537634409,0,0,0,0,0,0,1.344086022,0,0,0,2.965214149,0,0,0,0,2.187092753,0,0,0,0,0,0.314465409,0,0,0,0,0,15.17375562,0,0.943396226,0.3003003,0,0,0,0,0,0,2.685384715,0,0,0,0,0,16.74873291,0.883582913,0,0.569117505,0,0,0,0,0,0,4.752850842,0,0.600600601,0,0,0,0,0,0,0,0,0,2.158762536,3.13048898,0,0,0,0,0,0,0,0,0.3003003,0,0,0,0,0,0,0,0,0,0,0,0,0.268817204,0,0,0,0,0.268817204,0,0,0.314465409,0,0,0,0,18.49858075,16.98675242,8.066800824,17.06319832,43.552134,1.407052214,4.872477468,75.04244963,2.158762536,14.38366696,0.004147948,-0.013599964,-0.209271947,-0.055237467,8.210051195,6.181304529,46.28001403,0.569117504,57.90984228,16.78807535,16.58080783,0.268817204
L737,2012,Lake,1.84,0,0.0000517,0.000342092,0,0.53,0,0.0000309,0.000114867,0,0,1,6763.678214,99.53,2.6,0,0.0000358,0.000426338,0,0.3,6.9,0.001269,0,4.62,62.15,27.78,3.13,0.0747,22615679.94,0.6,6.7,0.001702,0,15.28,55.92,24.79,2.94,0.0794,78275279.94,5,0,100,0,0.1,17.6,0.00108,0,11.32,53.755,29.595,2.29,0.0564,45.52246407,-78.70769898,429,0.833333333,4.333333333,4.333333333,45.01666667,0.333333333,0,0.333333333,1,0.333333333,0,1,5.65,1.8,3.3,32.4,3.7,206,6.71,3.5,0,0.282485876,0,0.540883809,0,0,0,0,4.008859358,0,0,0,1.10585556,0,0,0,0,0,0.282485876,0,0,0,0,0.258397933,0,0,0,0,0.258397933,1.867847914,0,0.634920635,0.823369684,0,0,0,0,0,0,1.786637135,0,0,0,0,4.031007752,11.86371855,1.199892386,0,2.975643023,0,0,0,0,0,1.552327146,8.449800101,0,0.317460317,0,0,0,0,0,0,0,0,0,21.09559472,1.412429379,0,0,0,0,0,0,0,0,0,0,1.151716501,1.988287629,0,0.847457627,0,0,0,0,0,0,0,0,0,0,0,0,0.917406511,0,0,0.564971751,0,0,0,0,16.93301049,6.218630929,6.630503469,12.12211649,29.78214489,3.258128899,2.069123011,60.34686638,21.09559472,17.42335864,0.00691597,-0.006059527,-0.169732744,0.284798038,22.35780293,6.01954453,52.6185158,2.892492696,67.31491387,11.26377236,7.114264442,1.552327146
L739,2013,Lake,3.73,0,0.00016077,0.000837653,0,0.26,0,0.0000459,0.0000845,0,0,4,40432.53387,99.77,7.64,0,0.000286859,0.001642162,0,0.1,7,0.001089,0,9.64,60.155,21.665,3.21,0.1006,6354165.341,0.4,7.1,0.001923,0,16.49,48.96,28.62,4.78,0.0676,286172265.3,6,0,100,0,0.3,17.1,0.000869,0,16.09,54.61,20.22,0.27,0.0946,45.49529847,-78.75035582,423,1,3.333333333,3,11.4,1,1,0,1.333333333,1.333333333,0.333333333,1,5.35,1.9,1.96,27,3.8,243,6.77,3.7,0,0,0,0.289855072,0,0,0,0,1.432147838,0,0,0,0.787401575,0,0,0,0,1.179941003,0,0,0,0,0,0.294985251,0,0,0,0,0,3.247160477,0,0.294985251,0,0,0,0,0,0,0,0.524934383,0,0,0,0,0.874695396,13.69551584,2.224679591,0,2.61382583,0.869565217,0,0,0,0,0,1.404759957,0,2.55391989,0,0,0,0,0,0,0,0,0,14.45106588,0.579710145,0,0,0,0,0,0,0,0,0,0,0.589970501,0,0,0,0,0,0,21.67625545,0,0,0,0,0,0,0,0,0.524934383,0,0,0,0,0,0,0,12.6702275,16.39954394,0.819919634,13.99050109,29.88969107,2.61382583,1.704875386,43.5943968,14.45106588,14.16720851,0.008671734,-0.011194772,-0.328726377,0.509383829,7.440333906,6.559416016,66.54194679,1.114904884,84.63319731,6.406441403,5.860986307,0
L742,2012,Lake,5,6.96,0.000236133,0.001011807,0.08,2.49,2.57,0.000225885,0.000600405,0.14,10,10,554394.6216,94.6,16.03,9.71,0.001258832,0.002365086,0,3.3,8.3,0.002363,0.25,1.58,51.93,20.58,6.91,0.0456,125998442.4,1.6,7.4,0.00178,0.12,8.72,55.34,20.34,6.27,0.0584,1389404942,7,30.12,69.88,0,3.4,18.3,0.001785,0,6.94,43.515,16.965,2.8,0.1046,45.21724415,-79.27535715,286,0.5,3.666666667,5,46.73333333,0,0,0.666666667,1.333333333,0.666666667,0,0.666666667,8.5,3.02,6.5303,52,5,297,6.83,5.7,0.877192982,0,0.508905852,3.307888041,0,0,0,0,0,0,0,0,0.308641975,0,0,0,0,0,0,0,0,0.292397661,0,0.546850587,0,0.292397661,0,0,0,0,0.254452926,0.508905852,1.543209877,0,0,26.6784965,0,0,0,0,0,0,0,0.801303513,3.053435115,1.461988304,1.055756439,0,9.172085572,0.254452926,0,0,0.508905852,0,0.254452926,6.697369661,0,0,0,0,0,0,0,0,0,0,0,11.41876107,1.402343149,0,0,0,0,0,0,0,0,1.510721248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.198056634,0,0,0.254452926,0,0,0,0,13.52035375,5.934010882,2.38221012,28.68733539,21.83657476,11.19171267,0.877192982,45.73518543,11.41876107,15.79703857,0.007185368,0.003012287,-0.302597044,0.620223691,16.9678685,5.082609924,40.25105526,7.033664172,40.51555238,5.425105029,11.48411033,26.93294943
L743E,2012,Lake,4.84,7.39,0.000527028,0.001346031,0,4.64,7.09,0.000505223,0.001318141,0,0,0,0,89.96,7.16,21.59,0.002168902,0.002846704,0,2.4,7.5,0.001444,0.06,1.92,61.89,17.96,1.94,0.0639,15768945.15,2.3,7.5,0.001385,0.06,2.41,60.86,18.19,2.87,0.0622,16438545.15,5,31.13,68.87,0,2.1,20.1,0.000648,0,9.3,37.215,17.875,0,0.063,45.34006201,-79.1326862,291,0.386666667,4,3.666666667,31.7,0.666666667,0,0.666666667,0.666666667,0.666666667,0,1,14,3.86,9.8818,163,3.2,324,7.23,8.239838748,0,0,5.12392662,2.976190476,0,0,0,0,0,0,0,0,0.297619048,0,0,0,0,0,0,0.273224044,0,0,0,1.785714286,0,0,0,0,0,2.142857143,0,0,0,0,0.546448087,33.76788967,0,0.297619048,0,0.297619048,0,0,0.297619048,0.595238095,8.484582358,12.66588603,0.297619048,0,0,0,0,0,0,0,2.53968254,2.376398647,0,0,0,0,0,0,0,0,0,0,0,9.232370544,0.297619048,0,0,0,0,0,0,0,0,0,0,0.595238095,3.293650794,0,0,0,0,0,0,0,0,0,0,0.297619048,0,0,0,2.475604996,0,0,0,0,0,0,0,4.337756961,2.010148322,2.693858964,48.21948998,9.041764247,5.12392662,0.570843091,35.98490762,9.232370544,14.40418121,0.009891135,0.012925216,-0.388112964,1.021696657,17.56733021,5.065521939,20.74973979,3.070843091,46.6165756,5.001626335,6.031746032,36.60519126
L743W,2012,Lake,10.43,6.61,0.000432816,0.001712371,1.41,5.55,4.6,0.000350287,0.001177067,0.49,0,0,0,89.96,22.72,12.49,0.001449132,0.00326251,5.73,1.8,7,0.00161,0.05,2.86,58.59,13.59,0.82,0.0708,19928101.17,1.8,7,0.001657,0.03,12.02,55.13,16.3,1.53,0.0668,57722701.17,5,31.13,68.87,0,2.6,20.5,0.000969,0,10.74,30.025,11.695,0,0.0551,45.34006201,-79.1326862,291,0.576666667,4,4.333333333,37.53333333,0,0,0.666666667,0.333333333,0.333333333,0,0.333333333,14,3.78,9.8478,161,3.6,284,7.15,6.253749876,0,0,0.262467192,0.287356322,0,0,0,0,0,0,0,0,0.904640272,0,0,0,0,0.862068966,0,0,0,0,0,4.653848346,0,0,0,0,0.787401575,3.469561516,0.287356322,0.617283951,0,0,0.287356322,7.931671376,0,0,0,0,0,0,0,0.308641975,10.34675503,12.89106103,3.529814999,0,0.595998297,0,0,0,0.262467192,0,3.220670213,1.983001646,0,0,0,0,0,0,0,0,0,0,0,11.41204332,5.583880559,0,0,0,0,0,0,0,0,1.745423585,0,0.308641975,5.034057046,0,0.287356322,0,0,0,2.099737533,0,0,0,0,0,0,0,0.262467192,1.645867064,0,0,0.858465489,0,0,0,0,7.712278302,7.797253313,1.763105761,25.47658075,17.27263738,2.603889073,0.862068966,48.14823195,11.41204332,20.49731969,0.010594935,-0.003638036,-0.339326452,0.853195505,17.62217462,5.465309973,32.71764162,1.954509039,59.22590615,8.421744217,11.15368242,11.15234159
L750BB,2012,Lake,0.7,0.81,0.001482136,0.001501453,1.04,0.74,1,0.001030378,0.001144348,0.67,1,0,0,93.47,1.93,0,0.002406832,0.002406832,0,0.4,8.4,0.001235,2.56,5.21,46.815,18.485,4.8,0.0727,8424475.305,0.5,8.3,0.001659,2.31,7.9,42.6,17.4,5.55,0.0587,13148575.3,5,0,24.36,75.64,0.6,17.4,0.001173,2.62,11.94,39.89,17.01,4,0.1217,45.15819883,-79.67848392,227,0.676666667,5,4.666666667,61.66666667,0.666666667,0,0,0,1,0.666666667,1,8.75,3.76,9.4474,66.4,3,206,7.04,2.4,0,0.653594771,1.587301587,2.721088435,0,0,0,0,0.326797386,0,0,0,0.780312125,0,0,0,0,0,0.326797386,0,0,0,0,6.991685563,0,0,0,0,0,6.654884176,0.491307634,0.22675737,0,0,0.793650794,2.575474634,0,0,0,0.326797386,0,0,0,0.132275132,7.889822596,9.195900582,2.546574185,0,0,0,0,0,1.511715797,0,0,8.303321329,0,1.039304611,0,0,0,0,0,0,0,0,0,11.5257214,0.680272109,0,0,0.22675737,0,0.453514739,0,1.403894891,0,2.781112445,0,1.307189542,1.007069494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.900760304,0,0,0,0,0,0,0,9.104753012,6.703792628,7.829798586,18.76306078,23.63834423,6.425903695,0.653594771,59.26481704,11.5257214,19.0143248,0.008269618,-0.003464447,-0.110561613,0.572157696,24.13854431,5.556479371,37.55613356,3.661464585,57.31292517,13.32199547,12.63283091,2.575474634
L750HB,2012,Lake,4.89,5.01,0.002061028,0.002218966,13.1,4.14,5.72,0.001745867,0.001879611,12.27,1,0,0,93.47,8.44,6.77,0.003024243,0.003304553,0,0.1,9,0.001081,0.76,7.12,33.37,14.44,5.37,0.0618,3878308.408,0.1,9,0.001141,0.64,10.92,31.635,14.945,5.36,0.0596,3878308.408,5,0,24.36,75.64,0.2,18.4,0.00101,0.35,13.11,37.83,12.23,0.07,0.1075,45.15819883,-79.67848392,227,0.633333333,4.333333333,4.333333333,25.68333333,0.333333333,0,1,1,1,0,1,11.1,3.82,9.4155,68,2.9,206,7.01,2.4,0,0,0,0.260416667,0,0,0,0,0,0,0,0,4.503339797,0,0,0,0,0.280112045,0,0,0,0,0,0.723678895,0,0,0,0,0,2.684463208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.240896359,9.666390595,2.287693924,0,0.540528711,16.92708333,0,0,0,0,0.280112045,5.218096854,0,0.280112045,0,0,0,0,0,0,0,0,0,15.0799262,1.264207606,0,0,0,0,0,0,1.100752801,0,3.298891672,0,0.56022409,0.280112045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.054379444,0,0,0.520833333,0,0,0,0,14.64342949,7.47532186,7.828996983,10.39006949,29.94774833,4.940173185,0.280112045,48.59001293,15.0799262,15.63550681,0.006489148,-0.006997317,-0.312104823,0.293139782,8.839858059,6.454983571,47.08205398,2.614603534,50.89100544,31.82722608,7.904748437,0.280112045
L750LLJ,2012,Lake,1.17,4.47,0.001921936,0.002663753,0,0.37,1.57,0.000993082,0.001259509,0,1,0,0,93.47,2.21,1.55,0.003023896,0.003438265,0,0.7,7.7,0.001148,0.83,6.06,41.535,11.665,5.56,0.0917,6258999.948,0.4,7.5,0.001368,1.65,14.62,36.835,10.395,6.29,0.0755,19659999.95,5,0,24.36,75.64,1.2,17.2,0.000681,1.04,14.09,43.86,9.26,2.77,0.12,45.15819883,-79.67848392,227,0.67,4.333333333,4,46.83333333,0,0,0.333333333,0.333333333,1,0,1,12.3,3.6,7.7243,63.4,3.2,206,7.04,3.5,0,0,2.285903715,0.275482094,0,0,0,0,0,0,0,0,5.278117382,0,0,0,0,0.239808153,0,0,0,0,0,0.479616307,0,0,0,0,0,1.740482614,0,0,0,0,0,2.203856749,0,0,0,0.740032974,0,0,0,0,2.980740408,6.899315259,1.00044964,0,3.117505995,0.260416667,0,0,1.021058153,0,0,1.755548041,0,0,0,0,0,0,0,0,0,0,0,21.6912885,1.521282974,0,0,0,0,0,0,0.239808153,0,1.302083333,0,0.479616307,0.479616307,0,0.260416667,0,0,0,0,0,0,0,0,0,0,0,0,3.846839883,0,0,0,0,0,0,0,19.94363703,14.12283913,5.834237569,9.582788315,39.90071373,6.945301197,0.979841127,58.99847271,21.6912885,15.34179335,0.005755253,-0.006690591,-0.255711351,0.20589384,6.772861669,6.500772188,65.43884211,4.32645619,68.93923911,13.35306239,6.879496402,2.203856749
L750MB,2012,Lake,1.75,5.31,0.000847862,0.001740294,1.98,1.79,4.25,0.000684364,0.001253587,1.05,1,0,0,93.47,2.22,2.08,0.000892086,0.001462642,0.21,0.6,8.9,0.000352,0.31,11.21,35.395,7.455,7.56,0.0814,15742747.05,0.8,8.6,0.001178,1,30.47,28.655,7.425,5.65,0.0612,163990747.1,5,0,24.36,75.64,0.6,19.2,0.000273,0.3,27.48,30.615,7.685,2.62,0.099,45.15819883,-79.67848392,227,0.543333333,5,5,58,0,0,0,0.666666667,1,0,1,10.6,3.68,9.4452,65.6,2.8,203,6.96,3.2,0,0,0.600600601,2.56728514,0,0,0,0,0,0,0,0,0.729927007,0,0,0,0,0,0,0,0,0,0,2.844190344,0,0,0,0,0,2.389482408,0,0,0,0,0,3.448437208,0,0,0,0,0,0,0,0,0.729927007,28.78593782,3.97183399,0,0.486618005,0.729927007,0,0,0,0,2.223377223,6.10780629,0,0,0,0,0,0,0,0,0,0,0,7.893041835,0.600600601,0,0,0.320512821,0,0,0,8.722535,0,0,0,0.243309002,0.320512821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.087499347,0,0,0.243309002,0,0,0,0,9.772047455,9.129061684,4.052220384,35.07856537,22.95332952,9.809753605,0,41.67296859,7.893041835,15.68769129,0.008625059,-0.006055514,-0.279277966,0.65249841,12.19221748,6.482646389,33.93387071,3.330808349,62.56540089,9.804421209,11.91914823,5.671814431
L750MBN,2012,Lake,1.14,5.03,0.001017628,0.00151138,0,1.05,3.73,0.000979876,0.001385851,0.68,1,0,0,93.47,1.79,4.27,0.001452645,0.001839634,0,1,8.6,0.000702,1.31,11.06,36.02,10.91,3.5,0.0818,14659682.42,0.7,8.3,0.001498,1.18,22.76,34.915,10.355,5.1,0.0663,86126882.42,5,0,24.36,75.64,1,18.6,0.000587,0.86,27.58,27.815,11.115,1.79,0.1071,45.15819883,-79.67848392,227,0.68,4.333333333,4.666666667,58.83333333,0,0,0.333333333,0,1,0,1,10.8,3.84,9.4846,67.6,2.7,184,6.99,2.4,0,0,0,3.706609522,0,0,0,0,0,0,0,0,0.647249191,0,0,0,0,0,0,0.333333333,0,0,0,0.647249191,0,0,0,0,0.666666667,3.181783725,0,1.933933934,0.3003003,0,0.323624595,0.633633634,0,0,0,0,0,0,0,0,9.832939736,7.112918744,3.90871454,0,2.749351293,0,0,0,1.548150092,0,0,14.5221435,0,0.666666667,0,0,0,0.600600601,0,0,0,0,0,8.799002886,0.924225196,0,0,0,0,0,0,3.81352226,0,0.924225196,0,1.30420712,0,0,0,0,0,0,0,0,0,0,0,0,0,1.333333333,0,1.224525496,0,0,0,0,0,0,0,10.55707163,6.743549375,11.06046824,8.393801569,28.36108924,7.487098749,0.333333333,70.16353246,8.799002886,18.84808807,0.00716648,-0.005175089,-0.067912729,0.33941733,35.74888481,5.403893652,38.68491793,2.829032916,51.33327502,16.94005657,10.66888247,1.234234235
L750PB,2012,Lake,5.7,14.66,0.000107974,0.00168055,7.96,5.69,14.65,0.00010779,0.001682716,7.94,1,0,0,93.47,11.2,15.24,0.000152738,0.002324701,12.06,1.5,8.3,0.000354,0.67,5.93,40.935,9.145,2.24,0.0706,3239642.758,1.5,8.3,0.000359,0.67,6.08,40.87,9.13,2.23,0.0706,3239642.758,5,0,24.36,75.64,0.9,18.8,0.0002,1.32,9.73,29.38,6.04,0.82,0.0918,45.15819883,-79.67848392,227,0.75,4.5,5,71.75,0.5,0,0.5,0.5,1,0,1,10.2,3.68,9.188,64.4,3.2,211,6.97,2.9,0.37593985,0,0,0.423728814,0,0,0,0,0,0,0,0,4.989167835,0,0,0,0,0,0,0,0,0,0,2.070855104,0,0,0,0,0,2.542372881,0,0,0,0,0.37593985,7.142857143,0,0,0,0,0,0,0,0,2.494583917,17.11482095,3.389830508,0,0.423728814,0,0,0,0,0,2.255639098,2.494583917,0,0,0,0,0,0,0,0,0,0,0,10.77163247,1.503759398,0,0,0,0,0,0,0,0,4.935007009,0,0.423728814,1.271186441,0,0,0,0,0,3.389830508,0,0,0,0,0,0,0,0,0.37593985,0,0,0,0,0,0,0,11.00420543,15.05670957,5.173951829,26.3285332,31.23486683,5.358735823,0.37593985,48.88173824,10.77163247,15.41695622,0.008619322,-0.011049926,-0.360389344,0.613174542,8.09226456,6.152458514,45.77226966,0.799668664,62.32636676,14.30482987,9.172295145,9.398496241
L751BB,2012,Lake,1.24,22.64,0.000912889,0.001869073,0,2.12,15.81,0.000624756,0.001476751,0,8,1,21075.41243,92.72,2.46,25.9,0.000988773,0.003235753,0,2.1,9.3,0.000421,0.38,4.29,48.315,16.875,0,0.0466,2508260.408,2.2,8.8,0.001002,0.28,11.05,47.625,12.355,4.06,0.0371,12399260.41,7,2.11,58.34,39.56,3.6,20.9,0.000336,0.9,11.76,38.01,15.85,0,0.0608,45.13117989,-79.57530064,227,0.85,3.333333333,4,501.2,0,0.333333333,1,0,1,0.333333333,1,11.2,3.26,6.3297,54.4,3.7,276,6.89,8.7,0,0,15.28369477,0,0,0,0,0,0,0,0,0,0.557452442,0,0,0,0,0.330033003,0,0,0,0,0,0.294985251,0,0,0,0,0,3.525219779,0,0,0,0,0,2.034908389,0,0,0,0,0,0,0,0,0,13.09378516,1.509974006,0,3.455124273,0.330033003,0,0,0.625018254,0,0,1.377372076,0,0,0,0,0,0,0,0.330033003,0,0.294985251,0,26.24101585,1.912632208,0,0,0,0,0,0,0.524934383,0,1.312335958,0,0,1.082386826,0,0,0,0,0,2.099944508,0,0,0,0,0.294985251,0,0,0,3.90469679,0,0,1.769911504,0,0,0,0,11.27990299,4.104864531,2.429770536,15.4236788,17.81453806,20.57608938,0.660066007,30.13672073,26.24101585,16.22147744,0.010563631,0.010648244,-0.458523773,0.511342616,2.297375581,7.084572727,50.06019521,3.90469679,74.16810456,5.782281244,10.19498647,2.034908389
L751EPB,2012,Lake,3.63,9.75,0.000258478,0.001775382,0,3.61,9.69,0.000256988,0.001765146,0,8,1,21075.41243,92.72,5.27,12.66,0.000334316,0.002241815,0,0.2,7.8,0.0011965,0.27,7.58,53.545,12.315,0.01,0.1097,2972898.707,0.2,7.8,0.001361271,0.27,8.09,53.25,12.26,0.01,0.1097,2972898.707,7,2.11,58.34,39.56,0.2,17.6,0,0.4,11.83,44.985,10.775,0,0.1231,45.13117989,-79.57530064,227,0.903333333,4,5.333333333,49.66666667,0.333333333,0,0.666666667,0.666666667,1,0,1,10.8,3.08,6.2786,53.2,3.2,234,6.98,4.3,0.241545894,0,4.919908467,0.292397661,0,0,0,0,0.241545894,0,0,0,3.313634445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.823751725,0,0,3.705267108,0,0,1.683909365,0,0,0,0.292397661,0,0,0,0.292397661,0,25.957482,1.442363472,0,2.853500009,0,0,0,0.292397661,0,0.292397661,1.703534198,0,0,0,0,0,0,0,0,0,0,0,7.899427054,0.85756815,0,0,0,0,0,0,0.966183575,0,0.241545894,0,0.647249191,0,0,0,0,0,0,0.616022256,0,0,0,0,0,0,0,0,5.307097771,0,0,0.292397661,0,0,0,0,19.72517829,6.385476143,7.713423139,27.64139136,33.82407757,8.981137944,0.533943555,52.2696921,7.899427054,16.84971038,0.005247489,-0.001877724,-0.362490737,0.300840297,7.467187033,6.979810678,51.35189176,9.65961407,66.32983543,13.00336461,6.177378864,1.976307026
L751MB,2012,Lake,2.6,9.69,0.000615806,0.00152653,2.16,1.2,5.81,0.000412314,0.000823828,0.45,8,1,21075.41243,92.72,5.44,6.8,0.000598411,0.001699165,1.33,1.3,8.7,0.000641,1.18,9.05,44.575,9.445,2.85,0.0662,42606195.96,0.8,8.1,0.001637,0.68,20.73,42.215,12.975,4.27,0.0537,697927696,7,2.11,58.34,39.56,1.3,19.3,0.000374,1.48,21.06,37.825,9.445,1.11,0.0933,45.13117989,-79.57530064,227,0.9,6.333333333,5.333333333,318.5,0,0,0,1,1,0,1,10.3,3.12,6.4477,53.2,3.7,239,6.94,3.9,0.280112045,0,3.925812749,2.240896359,0,0,0,0,0,0,0,0,1.371021136,0,0,0,0,0,0,0,0,0,0,2.931245225,0,0,0,0,0,5.539258127,0,1,0,0,0,0.333333333,0,0,0,0,0,0,0,0,2.680672269,13.37025719,1.958832018,0,0.666666667,0,0,0,0.613445378,0,1.680672269,5.681436211,0,0.280112045,0,0,0,0,0,0,0,0,0,21.21297004,0,0,0,0,0,0,0,0,0,1.453781513,0,0,1.42619472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.146082675,0,0,1.262626263,0,0,0,0,19.25880655,5.489941431,4.195823784,16.63483575,28.94457177,6.046260929,0.280112045,52.884475,21.21297004,16.91159976,0.007848666,-0.002116678,-0.239506976,0.446608108,14.17723453,6.298627545,51.30362448,1.146082675,73.65334012,7.805788983,9.085901027,2.014005602
L751NB,2012,Lake,0.38,3.94,0.000354208,0.000545333,0,0.35,3.23,0.000358547,0.00052369,0,8,1,21075.41243,92.72,5.67,10.61,0.001900107,0.002502885,0,0.5,8,0.001731,0.66,2.81,55.995,21.495,3.89,0.0439,177139846.5,0.5,8.1,0.001699,0.65,6.11,52.605,20.775,5.02,0.0448,229616146.5,7,2.11,58.34,39.56,1.9,17.2,0.001384,1.14,13.08,36.6,8.89,0.97,0.1201,45.13117989,-79.57530064,227,0.85,4.333333333,6,67.33333333,0,0,0.666666667,0.666666667,1,0,1,10.6,3.06,6.1966,52.8,3.5,225,6.96,3.6,0,0,1.42872576,0,0,0,0,0,0.550964187,0,0,0,0.611620795,0,0,0,0,0,0.326797386,0,0,0,0,0,0,0,0,0,0,3.296220806,0,0,0.275482094,0,0,0.275482094,0,0,0,0.275482094,0,0,0.275482094,0,7.105817534,12.51020235,1.909469022,0,5.663587749,0,0,0,1.286202554,0,0,1.816179754,0,0,0,0,0,0,0,0,0,0,0,19.59513201,3.242601158,0,0,0,0,0,0,0.275482094,0,1.192913286,0,0.929076865,1.307189542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.997447368,0,0,0,0,0,0,0,16.34331343,8.46015966,8.048968317,12.78568445,32.8524414,8.560708889,0.602279479,53.90640448,19.59513201,15.45566911,0.007558289,-0.00524773,-0.24291529,0.230154473,11.96372299,6.442359694,55.72050288,4.202006327,65.99431493,11.17233761,11.73539348,0.550964188
